title,id,brand,image,originalPrice,salePrice,discount,rating,reviewCount,thumbnails,description,detailImage,performance,extends
Bộ định tuyến WiFi 6 Asus RT-AX82U Gundam Edition,1047264122,ASUS,https://product.hstatic.net/200000722513/product/asus_rt-ax82u_gundam_edition_5b93d4fd9bae41ebbf478c6fa7be017c_b9c4b772eb1b412f8193b825b2753cae.jpg,5290000.0,3914600,0.26,1.3,70,['https://product.hstatic.net/200000722513/product/asus_rt-ax82u_gundam_edition_5b93d4fd9bae41ebbf478c6fa7be017c_b9c4b772eb1b412f8193b825b2753cae.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/asus_rt-ax82u_gundam_edition_5b93d4fd9bae41ebbf478c6fa7be017c_b9c4b772eb1b412f8193b825b2753cae.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bộ bàn phím và chuột Logitech MK220,1047264116,Logitech,https://product.hstatic.net/200000722513/product/thumbphim_b45402a23d144838861a77e572a86f55_6aa96db6e97347409e09d86180e97bf9.png,490000.0,362600,0.26,2.0,0,['https://product.hstatic.net/200000722513/product/thumbphim_b45402a23d144838861a77e572a86f55_6aa96db6e97347409e09d86180e97bf9.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/thumbphim_b45402a23d144838861a77e572a86f55_6aa96db6e97347409e09d86180e97bf9.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột không dây Logitech M238 Spain,1047264079,Logitech,https://product.hstatic.net/200000722513/product/gearvn_m238worldcupspain_5_ae8f0660ec1146a7a6aae85175cd0cf3.jpg,490000.0,254800,0.48,4.0,141,['https://product.hstatic.net/200000722513/product/gearvn_m238worldcupspain_5_ae8f0660ec1146a7a6aae85175cd0cf3.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_m238worldcupspain_5_ae8f0660ec1146a7a6aae85175cd0cf3.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột không dây Logitech M238 Germany,1047264077,Logitech,https://product.hstatic.net/200000722513/product/gearvn_m238worldcupgermany_4_2fb8651578e646399b0f8cfe396ee408.jpg,490000.0,387100,0.21,4.7,393,['https://product.hstatic.net/200000722513/product/gearvn_m238worldcupgermany_4_2fb8651578e646399b0f8cfe396ee408.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_m238worldcupgermany_4_2fb8651578e646399b0f8cfe396ee408.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn chơi game DXRacer NEX TG-GDN001-NS-1,1047264073,DXRacer,https://product.hstatic.net/200000722513/product/12237_5d1ffaac580842d38d478aca5b51228c_ad2d4856e14a4c949a115a87b6f1be00.png,2590000.0,1968400,0.24,2.4,365,['https://product.hstatic.net/200000722513/product/12237_5d1ffaac580842d38d478aca5b51228c_ad2d4856e14a4c949a115a87b6f1be00.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/12237_5d1ffaac580842d38d478aca5b51228c_ad2d4856e14a4c949a115a87b6f1be00.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bộ định tuyến MESH Asus ZenWiFi AX Mini XD4 (W-3-PK) chuẩn AX1800,1047264046,ASUS,https://product.hstatic.net/200000722513/product/zenwifi-ax-mini-xd4-01-3pk_faa750bff93f4cd48d9f27cdee351719_6a5d7fcc19b04e1f886d31d4719e064b.jpg,7490000.0,4344200,0.42,3.7,271,['https://product.hstatic.net/200000722513/product/zenwifi-ax-mini-xd4-01-3pk_faa750bff93f4cd48d9f27cdee351719_6a5d7fcc19b04e1f886d31d4719e064b.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/zenwifi-ax-mini-xd4-01-3pk_faa750bff93f4cd48d9f27cdee351719_6a5d7fcc19b04e1f886d31d4719e064b.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bo Mạch Chủ Asus X570 Rog Crosshair VIII Dark Hero,1047264019,ASUS,https://product.hstatic.net/200000722513/product/rog-x570-crosshair-viii-dark-hero-666_dff6992760fb4280b6ae3eb5fe93354b_dbd312dc8e7944a4b93bbcee59fecc3c.jpg,8990000.0,5663700,0.37,2.7,486,['https://product.hstatic.net/200000722513/product/rog-x570-crosshair-viii-dark-hero-666_dff6992760fb4280b6ae3eb5fe93354b_dbd312dc8e7944a4b93bbcee59fecc3c.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/rog-x570-crosshair-viii-dark-hero-666_dff6992760fb4280b6ae3eb5fe93354b_dbd312dc8e7944a4b93bbcee59fecc3c.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Card màn hình ASUS Dual GeForce RTX 3060 OC Edition 12GB V2 (DUAL-RTX3060-O12G-V2),1047263989,ASUS,https://product.hstatic.net/200000722513/product/dual-rtx3060-o12g-01_303eda4235a448c1b6993819a6009141_4ef40d3eba3444b09070dccc38fd681d.jpg,7890000.0,3945000,0.5,4.0,251,['https://product.hstatic.net/200000722513/product/dual-rtx3060-o12g-01_303eda4235a448c1b6993819a6009141_4ef40d3eba3444b09070dccc38fd681d.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/dual-rtx3060-o12g-01_303eda4235a448c1b6993819a6009141_4ef40d3eba3444b09070dccc38fd681d.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Ram Laptop Kingston 8GB CL22 3200 Sodimm (KVR32S22S8/8),1047263975,Kingston,https://product.hstatic.net/200000722513/product/8gb_908d930837e94eec92d0eebe85142dde_c82fe483afa743f1b97272774ea302a5.jpg,790000.0,537200,0.32,2.2,421,['https://product.hstatic.net/200000722513/product/8gb_908d930837e94eec92d0eebe85142dde_c82fe483afa743f1b97272774ea302a5.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/8gb_908d930837e94eec92d0eebe85142dde_c82fe483afa743f1b97272774ea302a5.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Nguồn máy tính MSI MPG A750GF - 80 Plus Gold - Full Modular (750W),1047263974,MSI,https://product.hstatic.net/200000722513/product/01_7fd1afca93044098b21dd00658415646_5a1c60029a0d41a88b03121f71db2783.png,2990000.0,2242500,0.25,4.0,51,['https://product.hstatic.net/200000722513/product/01_7fd1afca93044098b21dd00658415646_5a1c60029a0d41a88b03121f71db2783.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/01_7fd1afca93044098b21dd00658415646_5a1c60029a0d41a88b03121f71db2783.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Ổ Cứng HDD Seagate Barracuda 1TB,1047263815,Seagate,https://product.hstatic.net/200000722513/product/hdd_seagate_gearvn_f39c761c7dd145eb9864f9e131c2ebdf.jpg,1390000.0,1070300,0.23,3.0,283,['https://product.hstatic.net/200000722513/product/hdd_seagate_gearvn_f39c761c7dd145eb9864f9e131c2ebdf.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/hdd_seagate_gearvn_f39c761c7dd145eb9864f9e131c2ebdf.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Steelseries Rival 710,1047263657,Steelseries,https://product.hstatic.net/200000722513/product/gearvn_ss_rival710_7ae3398e6a14446fb90189560dc5960e.png,1990000.0,1273600,0.36,2.2,145,['https://product.hstatic.net/200000722513/product/gearvn_ss_rival710_7ae3398e6a14446fb90189560dc5960e.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_ss_rival710_7ae3398e6a14446fb90189560dc5960e.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Steelseries Rival 650 Wireless,1047263656,Steelseries,https://product.hstatic.net/200000722513/product/rival650-gearvn_279fd77acb314072b96d07432c69c7a1.jpg,2590000.0,1398600,0.46,1.6,88,['https://product.hstatic.net/200000722513/product/rival650-gearvn_279fd77acb314072b96d07432c69c7a1.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/rival650-gearvn_279fd77acb314072b96d07432c69c7a1.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tấm lót chuột SteelSeries QCK Prism Cloth - XL,1047263649,Steelseries,https://product.hstatic.net/200000722513/product/duct-steelseries-qck-prism-cloth-xl-1_a692fbb2ba6944098e989e3e8e42077e_cb98d3f2fea94a30acd1de888c7e5564.png,1390000.0,778400,0.44,3.0,453,['https://product.hstatic.net/200000722513/product/duct-steelseries-qck-prism-cloth-xl-1_a692fbb2ba6944098e989e3e8e42077e_cb98d3f2fea94a30acd1de888c7e5564.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/duct-steelseries-qck-prism-cloth-xl-1_a692fbb2ba6944098e989e3e8e42077e_cb98d3f2fea94a30acd1de888c7e5564.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Geezer GS4 RGB,1047263636,Geezer,https://product.hstatic.net/200000722513/product/gearvn_geezergs4_6a6407103e6d450099364bfdbecf22ca.jpg,990000.0,653400,0.34,1.5,128,['https://product.hstatic.net/200000722513/product/gearvn_geezergs4_6a6407103e6d450099364bfdbecf22ca.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_geezergs4_6a6407103e6d450099364bfdbecf22ca.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tay cầm Razer Raiju Ultimate,1047263617,Razer,https://product.hstatic.net/200000722513/product/n.com-products-razer-raiju-ultimate-1_3214ac762fc746a9b79e007b449e6740_a5ebc9faa7244db8917308949f35a969.png,5590000.0,3242200,0.42,3.3,252,['https://product.hstatic.net/200000722513/product/n.com-products-razer-raiju-ultimate-1_3214ac762fc746a9b79e007b449e6740_a5ebc9faa7244db8917308949f35a969.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/n.com-products-razer-raiju-ultimate-1_3214ac762fc746a9b79e007b449e6740_a5ebc9faa7244db8917308949f35a969.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tay cầm Razer Raiju Tournament Edition Mercury,1047263613,Razer,https://product.hstatic.net/200000722513/product/gearvn_razer_raijute_9d7604a3379645a38d6f50fe2850f516.png,3990000.0,3112200,0.22,4.3,159,['https://product.hstatic.net/200000722513/product/gearvn_razer_raijute_9d7604a3379645a38d6f50fe2850f516.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_razer_raijute_9d7604a3379645a38d6f50fe2850f516.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Razer DeathAdder Essential (RZ01-03850100-R3M1),1047263590,Razer,https://product.hstatic.net/200000722513/product/thumbchuot_7445abea69bf461e881eeba2b6cbbd8d.jpg,400000.0,264000,0.34,3.1,399,['https://product.hstatic.net/200000722513/product/thumbchuot_7445abea69bf461e881eeba2b6cbbd8d.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/thumbchuot_7445abea69bf461e881eeba2b6cbbd8d.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tấm lót chuột Corsair MM1000 Qi Wireless Charging Mouse Pad (CH-9440022-AP),1047263571,Corsair,https://product.hstatic.net/200000722513/product/corsair-mm1000-qi-wireless-charging-1_1490592c0c694997950e4cac1d87d277_8c020eae955d48a7b6690741f2fb9abc.jpg,1990000.0,1532300,0.23,0.1,432,['https://product.hstatic.net/200000722513/product/corsair-mm1000-qi-wireless-charging-1_1490592c0c694997950e4cac1d87d277_8c020eae955d48a7b6690741f2fb9abc.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/corsair-mm1000-qi-wireless-charging-1_1490592c0c694997950e4cac1d87d277_8c020eae955d48a7b6690741f2fb9abc.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím Corsair K70 RGB MK2 SE Rapid Fire (CH-9109114-NA),1047263551,Corsair,https://product.hstatic.net/200000722513/product/om-products-corsair-k70-rgb-mk-2-se-1_0471b2cf816c44d582ff0a8ca6afc2c1_4caead14263e452696f3d8bb11fb5c02.png,3590000.0,2010400,0.44,2.2,469,['https://product.hstatic.net/200000722513/product/om-products-corsair-k70-rgb-mk-2-se-1_0471b2cf816c44d582ff0a8ca6afc2c1_4caead14263e452696f3d8bb11fb5c02.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/om-products-corsair-k70-rgb-mk-2-se-1_0471b2cf816c44d582ff0a8ca6afc2c1_4caead14263e452696f3d8bb11fb5c02.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Bàn phím Corsair K70 RGB MK2 Blue Switch (CH-9109011-NA),1047263550,Corsair,https://product.hstatic.net/200000722513/product/n.com-products-corsair-k70-rgb-mk-2-1_d4146896b68f4602996d5a9acceb2a3b_1c28692d39374689919ea2676bf15fcf.png,2690000.0,1479500,0.45,1.4,281,['https://product.hstatic.net/200000722513/product/n.com-products-corsair-k70-rgb-mk-2-1_d4146896b68f4602996d5a9acceb2a3b_1c28692d39374689919ea2676bf15fcf.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/n.com-products-corsair-k70-rgb-mk-2-1_d4146896b68f4602996d5a9acceb2a3b_1c28692d39374689919ea2676bf15fcf.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Phần mềm Microsoft 365 Personal QQ2-00003,1047263533,Microsoft,https://product.hstatic.net/200000722513/product/_en_m365_personal_holidayfy24_posa_fob_rgb_1157_7b8ab684ef27489a98fc553c36bbd52a.jpg,1690000.0,1149200,0.32,0.9,426,['https://product.hstatic.net/200000722513/product/_en_m365_personal_holidayfy24_posa_fob_rgb_1157_7b8ab684ef27489a98fc553c36bbd52a.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/_en_m365_personal_holidayfy24_posa_fob_rgb_1157_7b8ab684ef27489a98fc553c36bbd52a.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Phần mềm Microsoft 365 Family 6GQ-00083,1047263532,Microsoft,https://product.hstatic.net/200000722513/product/family_5dfdd704879d48879ed9b008e82766f3.jpg,1990000.0,1412900,0.29,1.8,325,['https://product.hstatic.net/200000722513/product/family_5dfdd704879d48879ed9b008e82766f3.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/family_5dfdd704879d48879ed9b008e82766f3.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Đế Tản Nhiệt Cooler Master Notepal L1,1047263509,Cooler Master,https://product.hstatic.net/200000722513/product/gearvn_cm_l1_457170842baf4314b6d2cc740da5095a.png,390000.0,304200,0.22,2.4,479,['https://product.hstatic.net/200000722513/product/gearvn_cm_l1_457170842baf4314b6d2cc740da5095a.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_cm_l1_457170842baf4314b6d2cc740da5095a.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Đế Tản Nhiệt Cooler Master Notepal C3,1047263504,Cooler Master,https://product.hstatic.net/200000722513/product/gearvn_cm_c3a_eb4c86a47ac74d51bdfe69a2dd3657f6.png,230000.0,158700,0.31,3.1,361,['https://product.hstatic.net/200000722513/product/gearvn_cm_c3a_eb4c86a47ac74d51bdfe69a2dd3657f6.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_cm_c3a_eb4c86a47ac74d51bdfe69a2dd3657f6.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Nguồn máy tính GIGABYTE AORUS GP-AP850GM - 80 Plus Gold - Full Modular (850W),1047263494,GIGABYTE,https://product.hstatic.net/200000722513/product/psu_aorus_850w_gearvn_fea1ea4d4a2f49f4addf282badaccaf6.jpg,3650000.0,2518500,0.31,0.8,253,['https://product.hstatic.net/200000722513/product/psu_aorus_850w_gearvn_fea1ea4d4a2f49f4addf282badaccaf6.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/psu_aorus_850w_gearvn_fea1ea4d4a2f49f4addf282badaccaf6.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột ASUS Cerberus Gaming Mouse,1047263496,ASUS,https://product.hstatic.net/200000722513/product/kgl0i7czbwpngli4_setting_fff_1_90_end_500_3f91ed9499fb4407aa3e2f5b4bdecfce.png,290000.0,229100,0.21,2.7,314,['https://product.hstatic.net/200000722513/product/kgl0i7czbwpngli4_setting_fff_1_90_end_500_3f91ed9499fb4407aa3e2f5b4bdecfce.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/kgl0i7czbwpngli4_setting_fff_1_90_end_500_3f91ed9499fb4407aa3e2f5b4bdecfce.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Acer Predator Cestus 500,1047263493,ACER,https://product.hstatic.net/200000722513/product/gearvn-predator-cestus500_5d3f37f14da849a98cd9a64ee3264177.jpg,3000000.0,1680000,0.44,4.9,452,['https://product.hstatic.net/200000722513/product/gearvn-predator-cestus500_5d3f37f14da849a98cd9a64ee3264177.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn-predator-cestus500_5d3f37f14da849a98cd9a64ee3264177.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Phụ kiện UGreen Mini DP to DVI converter cable 1.5M White (MD102 -10443),1047263417,Ugreen,https://product.hstatic.net/200000722513/product/md102_8117004ed2d84c80b05d1c7298739661.jpg,320000.0,230400,0.28,2.4,472,['https://product.hstatic.net/200000722513/product/md102_8117004ed2d84c80b05d1c7298739661.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/md102_8117004ed2d84c80b05d1c7298739661.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Thiết bị mạng không dây ASUS RT-AC1300UHP,1047263391,ASUS,https://product.hstatic.net/200000722513/product/sus-router-mu-mimo-hai-bang-tan-3-rau_7d1e27753bc546d69b7cfbe4ad5a258b_b757971aec65444783128961fa931683.png,1790000.0,1288800,0.28,3.7,335,['https://product.hstatic.net/200000722513/product/sus-router-mu-mimo-hai-bang-tan-3-rau_7d1e27753bc546d69b7cfbe4ad5a258b_b757971aec65444783128961fa931683.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/sus-router-mu-mimo-hai-bang-tan-3-rau_7d1e27753bc546d69b7cfbe4ad5a258b_b757971aec65444783128961fa931683.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Chuột Logitech G502 Hero Gaming,1047263381,Logitech,https://product.hstatic.net/200000722513/product/10001_01736316d2b443d0838e5a0741434420.png,950000.0,617500,0.35,1.9,80,['https://product.hstatic.net/200000722513/product/10001_01736316d2b443d0838e5a0741434420.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/10001_01736316d2b443d0838e5a0741434420.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe SteelSeries Arctis Pro,1047263311,Steelseries,https://product.hstatic.net/200000722513/product/gearvn_arctispro_0_1a4cf18731e84ec8b0e88c3706064390_45741cd2c40c4aeeab508c555a9ac66a.jpg,4590000.0,3075300,0.33,4.9,146,['https://product.hstatic.net/200000722513/product/gearvn_arctispro_0_1a4cf18731e84ec8b0e88c3706064390_45741cd2c40c4aeeab508c555a9ac66a.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn_arctispro_0_1a4cf18731e84ec8b0e88c3706064390_45741cd2c40c4aeeab508c555a9ac66a.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
RAM DDR4 G.Skill Ripjaws V 1x8G 3466,1047263292,G.Skill,https://product.hstatic.net/200000722513/product/g.skill_ripjaws_v_8gb__1_x_8gb__ddr4_bus_3466_gearvn2_37906b1cce4f44f5a34ac9252daf0e0b.jpg,2490000.0,1444200,0.42,4.6,319,['https://product.hstatic.net/200000722513/product/g.skill_ripjaws_v_8gb__1_x_8gb__ddr4_bus_3466_gearvn2_37906b1cce4f44f5a34ac9252daf0e0b.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/g.skill_ripjaws_v_8gb__1_x_8gb__ddr4_bus_3466_gearvn2_37906b1cce4f44f5a34ac9252daf0e0b.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
RAM KLEVV DDR4 4G BUS 2400,1047263258,Klevv,https://product.hstatic.net/200000722513/product/1_f41e7ddfd3a14d8da88853d6bba6934e_2190a2bd09e24262b570ff0cad4f70ba.jpg,1190000.0,630700,0.47,4.6,303,['https://product.hstatic.net/200000722513/product/1_f41e7ddfd3a14d8da88853d6bba6934e_2190a2bd09e24262b570ff0cad4f70ba.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/1_f41e7ddfd3a14d8da88853d6bba6934e_2190a2bd09e24262b570ff0cad4f70ba.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
PC GVN Homework Athlon 3000G,1047263240,GEARVN,https://product.hstatic.net/200000722513/product/gvn_homework_athlon_02d4f595def14ab99b316cd488578989_b6c8b8af13294a9e8fad228d2ed8771a.jpg,3990000.0,3032400,0.24,2.3,29,['https://product.hstatic.net/200000722513/product/gvn_homework_athlon_02d4f595def14ab99b316cd488578989_b6c8b8af13294a9e8fad228d2ed8771a.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gvn_homework_athlon_02d4f595def14ab99b316cd488578989_b6c8b8af13294a9e8fad228d2ed8771a.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Nguồn máy tính Corsair HX1200 - 80 Plus Platinum - Full Modular (1200W) (CP-9020140-NA),1047263226,Corsair,https://product.hstatic.net/200000722513/product/untitled-1_3fb632e903404687b2c48ee7df2f8f24_7679fb0bea5943e882cca8fb85abc3a9.jpg,7490000.0,4718700,0.37,2.3,273,['https://product.hstatic.net/200000722513/product/untitled-1_3fb632e903404687b2c48ee7df2f8f24_7679fb0bea5943e882cca8fb85abc3a9.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/untitled-1_3fb632e903404687b2c48ee7df2f8f24_7679fb0bea5943e882cca8fb85abc3a9.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Thiết bị giải mã EPOS Sennheiser GSX 300 7.1,1047263202,Sennheiser,https://product.hstatic.net/200000722513/product/71wroftzxzl_fd74b539f3684b479b6317a4f63af8ca_913107cd0bb54803888664fcc0ff58c5.jpeg,2250000.0,1552500,0.31,3.8,114,['https://product.hstatic.net/200000722513/product/71wroftzxzl_fd74b539f3684b479b6317a4f63af8ca_913107cd0bb54803888664fcc0ff58c5.jpeg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/71wroftzxzl_fd74b539f3684b479b6317a4f63af8ca_913107cd0bb54803888664fcc0ff58c5.jpeg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tản nhiệt Cooler Master MASTERAIR MA624 STEALTH,1047263187,Cooler Master,https://product.hstatic.net/200000722513/product/gearvn-tan-nhiet-cooler-master-masterair-ma624-stealth-1_5b89980d0a2048218ea957e0629236c0.jpg,2590000.0,1942500,0.25,2.9,333,['https://product.hstatic.net/200000722513/product/gearvn-tan-nhiet-cooler-master-masterair-ma624-stealth-1_5b89980d0a2048218ea957e0629236c0.jpg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/gearvn-tan-nhiet-cooler-master-masterair-ma624-stealth-1_5b89980d0a2048218ea957e0629236c0.jpg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe True Wireless Huawei Freebuds 4i Black,1047263170,Huawei,https://product.hstatic.net/200000722513/product/e-true-wireless-huawei-freebuds-4i-10_ef5c44584d0a4bc897fd3dba2e59379e_b79acfd12a7542ffbd1e5ffe89ad503a.png,1590000.0,969900,0.39,0.4,460,['https://product.hstatic.net/200000722513/product/e-true-wireless-huawei-freebuds-4i-10_ef5c44584d0a4bc897fd3dba2e59379e_b79acfd12a7542ffbd1e5ffe89ad503a.png'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/e-true-wireless-huawei-freebuds-4i-10_ef5c44584d0a4bc897fd3dba2e59379e_b79acfd12a7542ffbd1e5ffe89ad503a.png,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
Tai nghe True Wireless Aukey T21 Black,1047263167,Aukey,https://product.hstatic.net/200000722513/product/product_117953_1_de1ac19ea01c4c779c71c3a41bd17136_795a7342b7524a7c868ac83a2420178f.jpeg,590000.0,407100,0.31,0.2,50,['https://product.hstatic.net/200000722513/product/product_117953_1_de1ac19ea01c4c779c71c3a41bd17136_795a7342b7524a7c868ac83a2420178f.jpeg'],Mô tả sản phẩm đang được cập nhật.,https://product.hstatic.net/200000722513/product/product_117953_1_de1ac19ea01c4c779c71c3a41bd17136_795a7342b7524a7c868ac83a2420178f.jpeg,Hiệu suất vượt trội cho nhu cầu công việc và giải trí.,"Bảo hành 24 tháng, đổi trả trong 7 ngày."
